source_key,source_package,source_file,source_line,source_label,source_kind,source_title,source_chapter,source_section_path,source_proof_present,canonical_label,canonical_status,lean_module,lean_declaration,disposition_notes
q_pochhammer_q_binomial_expansions_report:thm:gaussian-infinity,q_pochhammer_q_binomial_expansions_report,q_pochhammer_q_binomial_expansions_report/q_analog_expansions_report.tex,899,thm:gaussian-infinity,theorem,Complete Laurent expansion of a Gaussian coefficient,The reciprocal point $q=\infty$ and the two real rays,The reciprocal point $q=\infty$ and the two real rays / Gaussian and multinomial reciprocity,yes,thm:gq-large-inverse,human-proved frontier result,,,The reciprocal Laurent expansion is retained as the input to the checked large-target inverse.
q_pochhammer_q_binomial_expansions_report:thm:gaussian-minus-one-jet,q_pochhammer_q_binomial_expansions_report,q_pochhammer_q_binomial_expansions_report/q_analog_expansions_report.tex,1002,thm:gaussian-minus-one-jet,theorem,Value and derivative at $q=-1$,The point $q=-1$,The point $q=-1$ / The complete first jet of a Gaussian coefficient,yes,prop:gq-minus-one,Lean-proved,GaussianBinomialAtNegOne;QBinomialReciprocity;GaussianBinomialAtNegOneDerivative,gaussianBinomial_neg_one_even_even;gaussianBinomial_neg_one_odd_even;gaussianBinomial_neg_one_odd_odd;gaussianBinomial_neg_one_even_odd_eq_zero;gaussianBinomial_derivative_eval_neg_one_even_odd,Retained as the complete q=-1 value-and-derivative theorem.
q_pochhammer_q_binomial_expansions_report:thm:cyclotomic-jets,q_pochhammer_q_binomial_expansions_report,q_pochhammer_q_binomial_expansions_report/q_analog_expansions_report.tex,1150,thm:cyclotomic-jets,theorem,Cyclotomic jet algorithm,General roots of unity,General roots of unity / All local Taylor coefficients,yes,thm:gq-square-free,human-proved frontier result,,,Retained through square-free cyclotomic factorization and the explicit simple-zero derivative mechanism.
q_pochhammer_q_binomial_expansions_report:thm:infinite-fixed-a,q_pochhammer_q_binomial_expansions_report,q_pochhammer_q_binomial_expansions_report/q_analog_expansions_report.tex,1202,thm:infinite-fixed-a,theorem,Fixed-parameter all-order expansion,Infinite shifted factorials as $q\to1$,Infinite shifted factorials as $q\to1$ / Fixed $a$: the polylogarithmic expansion,yes,thm:ip-fixed-a-expansion,human-proved frontier result,,,Retained with a complete uniform head-tail proof in closed sectors and compact a-disks.
q_pochhammer_q_binomial_expansions_report:thm:qx-infinite,q_pochhammer_q_binomial_expansions_report,q_pochhammer_q_binomial_expansions_report/q_analog_expansions_report.tex,1267,thm:qx-infinite,theorem,Mellin expansion of $(q^x;q)_\infty$,Infinite shifted factorials as $q\to1$,Infinite shifted factorials as $q\to1$ / The coalescing parameter $a=q^x$,yes,thm:ip-qx-expansion,human-proved frontier result,,,"Retained as the all-order coalescing expansion, with the Bernoulli-polynomial normalization and remainder uniformity checked."
q_pochhammer_q_binomial_expansions_report:eq:eta-algebraic,q_pochhammer_q_binomial_expansions_report,q_pochhammer_q_binomial_expansions_report/q_analog_expansions_report.tex,1319,eq:eta-algebraic,example,The eta specialization,Infinite shifted factorials as $q\to1$,Infinite shifted factorials as $q\to1$ / The coalescing parameter $a=q^x$,no,thm:ip-eta-completions,not applicable,,,The example's algebraic truncation is absorbed into the stronger exact eta completion; an example is not assigned proof status.
q_pochhammer_q_binomial_expansions_report:unlabelled-example-003,q_pochhammer_q_binomial_expansions_report,q_pochhammer_q_binomial_expansions_report/q_analog_expansions_report.tex,1329,,example,An integral shift,Infinite shifted factorials as $q\to1$,Infinite shifted factorials as $q\to1$ / The coalescing parameter $a=q^x$,no,thm:ip-qx-expansion,not applicable,,,The integral-shift example is an immediate specialization and consistency check of the coalescing theorem; examples have no proof status.
q_pochhammer_q_binomial_expansions_report:thm:qgamma-all,q_pochhammer_q_binomial_expansions_report,q_pochhammer_q_binomial_expansions_report/q_analog_expansions_report.tex,1357,thm:qgamma-all,theorem,All-order $q\to1$ expansion of $\Gamma_q$,"The $q$-gamma, $q$-beta, and $q$-polygamma functions","The $q$-gamma, $q$-beta, and $q$-polygamma functions / All-order expansion of $\Gamma_q$",yes,thm:qs-qgamma-one,human-proved frontier result,,,Retained exactly in scope as the all-order q-to-one expansion of Gamma_q.
q_pochhammer_q_binomial_expansions_report:eq:qdigamma-all,q_pochhammer_q_binomial_expansions_report,q_pochhammer_q_binomial_expansions_report/q_analog_expansions_report.tex,1405,eq:qdigamma-all,corollary,Expansion of the $q$-digamma function,"The $q$-gamma, $q$-beta, and $q$-polygamma functions","The $q$-gamma, $q$-beta, and $q$-polygamma functions / $q$-digamma and higher logarithmic derivatives",no,prop:qs-qdigamma-inverse,human-proved frontier result,,,The forward q-digamma expansion is retained and strengthened by the global argument inverse and exceptional q=1 fold classification.
q_pochhammer_q_binomial_expansions_report:thm:eta-exact,q_pochhammer_q_binomial_expansions_report,q_pochhammer_q_binomial_expansions_report/q_analog_expansions_report.tex,1449,thm:eta-exact,theorem,Exact modular completion,Modular and exponentially improved expansions,Modular and exponentially improved expansions / The eta product at $q=1$,yes,thm:ip-eta-completions,human-proved frontier result,,,Retained as the exact q=1 eta completion with its exponentially small relative remainder.
q_pochhammer_q_binomial_expansions_report:thm:negative-eta,q_pochhammer_q_binomial_expansions_report,q_pochhammer_q_binomial_expansions_report/q_analog_expansions_report.tex,1481,thm:negative-eta,theorem,Exact completion at $q=-1$,Modular and exponentially improved expansions,Modular and exponentially improved expansions / The eta product on the negative real ray,yes,thm:ip-eta-completions,human-proved frontier result,,,Retained as the exact q=-1 eta completion with its exponentially small relative remainder.
q_pochhammer_q_binomial_expansions_report:eq:cyclic-dilog,q_pochhammer_q_binomial_expansions_report,q_pochhammer_q_binomial_expansions_report/q_analog_expansions_report.tex,1587,eq:cyclic-dilog,definition,Cyclic quantum dilogarithm,Radial asymptotics at arbitrary roots of unity,Radial asymptotics at arbitrary roots of unity / A fixed nonresonant parameter,no,thm:ip-radial-cyclotomic,not applicable,,,The cyclic quantum dilogarithm definition is absorbed into the radial cyclotomic normalization; definitions have no proof status.
q_pochhammer_q_binomial_expansions_report:thm:root-fixed-a,q_pochhammer_q_binomial_expansions_report,q_pochhammer_q_binomial_expansions_report/q_analog_expansions_report.tex,1611,thm:root-fixed-a,theorem,All-order fixed-$a$ root-of-unity expansion,Radial asymptotics at arbitrary roots of unity,Radial asymptotics at arbitrary roots of unity / A fixed nonresonant parameter,yes,thm:ip-radial-cyclotomic,human-proved frontier result,,,Retained and strengthened to a uniformly justified all-order radial expansion and inverse recurrence.
q_pochhammer_q_binomial_expansions_report:thm:hypergeom-operator,q_pochhammer_q_binomial_expansions_report,q_pochhammer_q_binomial_expansions_report/q_analog_expansions_report.tex,1866,thm:hypergeom-operator,theorem,Formal differential-operator expansion,Basic hypergeometric series as differential-operator deformations,Basic hypergeometric series as differential-operator deformations / A coefficientwise all-order operator,yes,,not applicable,,,The forward hypergeometric differential-operator asymptotic is not the canonical local argument-inverse theorem and was not retained.
q_pochhammer_q_binomial_expansions_report:unlabelled-example-004,q_pochhammer_q_binomial_expansions_report,q_pochhammer_q_binomial_expansions_report/q_analog_expansions_report.tex,1917,,example,$q$-binomial theorem,Basic hypergeometric series as differential-operator deformations,Basic hypergeometric series as differential-operator deformations / The first two perturbative orders,no,,not applicable,,,"The q-binomial-theorem example is a calculation, not a retained assertion."
q_pochhammer_q_binomial_expansions_report:thm:moving-qfactorial,q_pochhammer_q_binomial_expansions_report,q_pochhammer_q_binomial_expansions_report/q_analog_expansions_report.tex,1973,thm:moving-qfactorial,theorem,All-order moving-endpoint expansion,A double-scaling expansion for Gaussian coefficients,A double-scaling expansion for Gaussian coefficients / A finite $q$-factorial with a moving endpoint,yes,,not applicable,,,The moving-endpoint large-N q-factorial expansion was outside the final inverse-focused theorem set and was not retained.
q_pochhammer_q_binomial_expansions_report:cor:double-gaussian,q_pochhammer_q_binomial_expansions_report,q_pochhammer_q_binomial_expansions_report/q_analog_expansions_report.tex,2051,cor:double-gaussian,corollary,All-order double scaling of $\GaussianBinomial{N}{k}{q}$,A double-scaling expansion for Gaussian coefficients,A double-scaling expansion for Gaussian coefficients / Gaussian coefficients,yes,,not applicable,,,The large-N Gaussian double-scaling expansion was outside the final inverse-focused theorem set and was not retained.
q_pochhammer_q_binomial_expansions_report:conj:uniform-root,q_pochhammer_q_binomial_expansions_report,q_pochhammer_q_binomial_expansions_report/q_analog_expansions_report.tex,2280,conj:uniform-root,conjecture,Uniform cyclic-gamma normal form,Conjectures and research directions,Conjectures and research directions / A uniform coalescing root-of-unity normal form,no,,not applicable,,,The coalescing cyclic-gamma normal form is distinct from the fixed-argument resurgence conjecture and was not retained without a precise cut domain and uniform remainder.
q_pochhammer_q_binomial_expansions_report:conj:polynomial-jets,q_pochhammer_q_binomial_expansions_report,q_pochhammer_q_binomial_expansions_report/q_analog_expansions_report.tex,2313,conj:polynomial-jets,conjecture,Polynomial cyclotomic jets,Conjectures and research directions,Conjectures and research directions / Higher $q$-Lucas jets,no,,not applicable,,,The proposed differential q-Lucas jet polynomiality was not retained as a canonical conjecture; only exact square-freeness and fixed-order cyclotomic facts are proved.
q_pochhammer_q_binomial_expansions_report:prop:log-product-recurrence,q_pochhammer_q_binomial_expansions_report,q_pochhammer_q_binomial_expansions_report/q_analog_expansions_report.tex,2445,prop:log-product-recurrence,proposition,Logarithm-to-product recurrence,Coefficient extraction and conversion tables,Coefficient extraction and conversion tables / From a logarithmic expansion to an ordinary expansion,yes,lem:uq-bell-exponentiation,human-proved frontier result,,,Absorbed into the Bell-exponentiation machinery; the displayed coefficient recurrence is the ordinary-coefficient form of differentiating exp L.
